Column_A,Column_B,Correlation,P_value,FDR
Methanobrevibacter_smithii,Diagnosis,-0.14366488440000832,0.10029571345954581,
Methanosphaera_stadtmanae,Diagnosis,0.0887894943482772,0.3113409611359749,
Rothia_mucilaginosa,Diagnosis,0.05719028118040936,0.5148204380620862,
Propionibacterium_freudenreichii,Diagnosis,-0.020142262894920444,0.8186830213189173,
Bifidobacterium_adolescentis,Diagnosis,-0.1272140782269555,0.1460600586167499,
Bifidobacterium_animalis,Diagnosis,-0.11124524679615089,0.20412030828128758,
Bifidobacterium_bifidum,Diagnosis,0.07535492910709239,0.3904786762090212,
Bifidobacterium_breve,Diagnosis,0.2689112352255779,0.0018220139446535907,
Bifidobacterium_catenulatum,Diagnosis,-0.06572576564948127,0.45400219026270205,
Bifidobacterium_dentium,Diagnosis,0.278727236191619,0.0012110821997528161,
Bifidobacterium_longum,Diagnosis,0.023132150998674772,0.7923381378600286,
Bifidobacterium_pseudocatenulatum,Diagnosis,0.057721683284997535,0.5109157027664384,
Adlercreutzia_equolifaciens,Diagnosis,-0.3324517852340911,9.835051347018763e-05,
Collinsella_aerofaciens,Diagnosis,-0.12985127797346221,0.1378146229195015,
Collinsella_intestinalis,Diagnosis,0.03524896006611078,0.6882341508189099,
Collinsella_unclassified,Diagnosis,0.008514061101889594,0.9228133631437592,
Eggerthella_lenta,Diagnosis,-0.10879633826112237,0.21431934440664846,
Eggerthella_sp_1_3_56FAA,Diagnosis,0.09243837767765845,0.291794169957644,
Eggerthella_unclassified,Diagnosis,0.12705406251413104,0.14657211633883013,
Gordonibacter_pamelaeae,Diagnosis,-0.3545535188488971,3.031364091657041e-05,
Slackia_piriformis,Diagnosis,-0.12448907644653036,0.15496653093283308,
Bacteroides_caccae,Diagnosis,-0.17712680860837782,0.042176827456202555,
Bacteroides_cellulosilyticus,Diagnosis,-0.23312771131031848,0.007142417538841243,
Bacteroides_dorei,Diagnosis,-0.028695761780618348,0.7439547574919056,
Bacteroides_eggerthii,Diagnosis,-0.17785409596622032,0.04132553177886052,
Bacteroides_faecis,Diagnosis,-0.06897485038739194,0.4319495233032048,
Bacteroides_finegoldii,Diagnosis,-0.0221997294443355,0.8005304002834516,
Bacteroides_fragilis,Diagnosis,0.0782100112885992,0.3727229031968071,
Bacteroides_intestinalis,Diagnosis,0.061306858311297036,0.4849770297231428,
Bacteroides_massiliensis,Diagnosis,-0.11680028905756923,0.18228919396940982,
Bacteroides_ovatus,Diagnosis,-0.11531876824890142,0.18793664201576574,
Bacteroides_salyersiae,Diagnosis,-0.2290792971569531,0.008238903784021126,
Bacteroides_sp_2_1_22,Diagnosis,-0.17777746501558628,0.041414545546834575,
Bacteroides_stercoris,Diagnosis,-0.11402926040441447,0.1929551296967419,
Bacteroides_thetaiotaomicron,Diagnosis,-0.19236879250502992,0.027118339594702917,
Bacteroides_uniformis,Diagnosis,-0.048727763818346544,0.5790010989083589,
Bacteroides_vulgatus,Diagnosis,-0.06760834058034429,0.4411488559498501,
Bacteroides_xylanisolvens,Diagnosis,-0.20423853472666048,0.018822849525610166,
Bacteroidales_bacterium_ph8,Diagnosis,-0.3157306586150377,0.00022623944335177073,
Barnesiella_intestinihominis,Diagnosis,-0.2306337744828317,0.00780141574659864,
Odoribacter_laneus,Diagnosis,0.1517217969610601,0.08245078603970038,
Odoribacter_splanchnicus,Diagnosis,-0.06181481619375602,0.4813598615304704,
Parabacteroides_distasonis,Diagnosis,0.0008188302975725106,0.9925652861848788,
Parabacteroides_goldsteinii,Diagnosis,-0.1702287770805384,0.05100407333823324,
Parabacteroides_merdae,Diagnosis,-0.1362914077692051,0.11917252313670533,
Parabacteroides_unclassified,Diagnosis,0.10194627682890144,0.24476190768553793,
Paraprevotella_clara,Diagnosis,-0.0830316632799971,0.3438816236592317,
Paraprevotella_unclassified,Diagnosis,-0.12067813157631206,0.16809774594959756,
Prevotella_copri,Diagnosis,-0.09633774767589143,0.27182597493472127,
Alistipes_finegoldii,Diagnosis,-0.30465956490459645,0.0003826043433983325,
Alistipes_indistinctus,Diagnosis,-0.33511589204399617,8.573975379873718e-05,
Alistipes_onderdonkii,Diagnosis,-0.17154598853376232,0.049209433788692844,
Alistipes_putredinis,Diagnosis,-0.2144324856672029,0.01354911953156216,
Alistipes_senegalensis,Diagnosis,-0.19988836140725597,0.021565121715943155,
Alistipes_shahii,Diagnosis,-0.4361537793163543,1.7177554516321722e-07,
Alistipes_sp_AP11,Diagnosis,-0.012418700520087301,0.8876105222685169,
Alistipes_sp_HGB5,Diagnosis,-0.029536694814501798,0.7367226760856789,
Alistipes_unclassified,Diagnosis,0.04769094815390836,0.5871126142628261,
Enterococcus_avium,Diagnosis,0.11201652184367662,0.20098163395506746,
Enterococcus_faecalis,Diagnosis,0.12760130335769362,0.14482652094470816,
Enterococcus_faecium,Diagnosis,0.17001721528761315,0.05129730426054413,
Lactobacillus_acidophilus,Diagnosis,-0.025738519127322702,0.7695611178908139,
Lactobacillus_casei_paracasei,Diagnosis,0.04196304769775093,0.6328326312323733,
Lactobacillus_fermentum,Diagnosis,0.15126042763442127,0.08339879702676407,
Lactobacillus_gasseri,Diagnosis,0.05155692936722225,0.5571360269172142,
Lactobacillus_plantarum,Diagnosis,0.13777370433504374,0.11517190648414731,
Lactobacillus_rhamnosus,Diagnosis,0.05155970777818471,0.5571147509783313,
Lactobacillus_salivarius,Diagnosis,0.07499832594890775,0.39273152905368014,
Pediococcus_acidilactici,Diagnosis,0.1872514992013699,0.03155929238660662,
Pediococcus_lolii,Diagnosis,0.1517217969610601,0.08245078603970038,
Pediococcus_unclassified,Diagnosis,0.1517217969610601,0.08245078603970038,
Leuconostoc_citreum,Diagnosis,,,
Lactococcus_lactis,Diagnosis,0.04516697205562816,0.6070730699938912,
Streptococcus_australis,Diagnosis,0.10621860605648431,0.22544183312204302,
Streptococcus_lutetiensis,Diagnosis,-0.10178344235923195,0.24552031815994596,
Streptococcus_mutans,Diagnosis,0.04896808331344344,0.5771284153758192,
Streptococcus_parasanguinis,Diagnosis,0.08571022137416,0.32848547667000794,
Streptococcus_salivarius,Diagnosis,-0.04505652548717694,0.6079533213038915,
Streptococcus_sanguinis,Diagnosis,-0.03093047444985661,0.7247869553184554,
Streptococcus_thermophilus,Diagnosis,-0.11356387931217954,0.1947899815564289,
Streptococcus_vestibularis,Diagnosis,-0.03488845869408574,0.6912595291562944,
Butyricicoccus_pullicaecorum,Diagnosis,0.09103263715152533,0.29922585754568926,
Clostridiaceae_bacterium_JC118,Diagnosis,0.05684947573340208,0.5173327134974552,
Clostridium_asparagiforme,Diagnosis,0.014240734254826906,0.8712541723102317,
Clostridium_bolteae,Diagnosis,0.1618322939134259,0.06375818472046675,
Clostridium_butyricum,Diagnosis,0.11536029861512966,0.18777661247251143,
Clostridium_clostridioforme,Diagnosis,0.1465093733352674,0.09367692633317992,
Clostridium_hathewayi,Diagnosis,0.06995026080299657,0.42545081464393886,
Clostridium_leptum,Diagnosis,-0.3012551494434575,0.00044785682835847535,
Clostridium_nexile,Diagnosis,0.16214155862598223,0.06324610477238311,
Clostridium_perfringens,Diagnosis,0.17308397716138899,0.04718059284879879,
Clostridium_scindens,Diagnosis,0.051301706536861016,0.5590920857790032,
Clostridium_sp_KLE_1755,Diagnosis,0.11324111271729172,0.1960699574004274,
Clostridium_sp_L2_50,Diagnosis,-0.18000664952988832,0.03888981468155165,
Clostridium_symbiosum,Diagnosis,0.28436655662518184,0.0009513067494432405,
Clostridiales_bacterium_1_7_47FAA,Diagnosis,0.041062532721524374,0.6401545604383729,
Flavonifractor_plautii,Diagnosis,0.2531686654593418,0.0034017251058420495,
Eubacterium_eligens,Diagnosis,-0.0012203434244958114,0.9889198706080773,
Eubacterium_hallii,Diagnosis,-0.38837631123006267,4.192131231814816e-06,
Eubacterium_ramulus,Diagnosis,-0.4293728624762534,2.7870848798891335e-07,
Eubacterium_rectale,Diagnosis,-0.3230543678658552,0.00015800960316485842,
Eubacterium_siraeum,Diagnosis,-0.12279372026510876,0.16070977719508697,
Eubacterium_sp_3_1_31,Diagnosis,0.14570635245671062,0.09550936937753232,
Eubacterium_ventriosum,Diagnosis,-0.2880007070865386,0.0008120720959512809,
Anaerostipes_caccae,Diagnosis,0.005529385293206767,0.9498269825048828,
Anaerostipes_hadrus,Diagnosis,-0.21740361807973532,0.012278200204015363,
Anaerostipes_unclassified,Diagnosis,0.21006341795733352,0.01562631893562567,
Blautia_hansenii,Diagnosis,0.1367378118212464,0.11795654316165208,
Blautia_hydrogenotrophica,Diagnosis,-0.08453576250798309,0.33518095439006546,
Blautia_producta,Diagnosis,0.29515057652787235,0.0005911637912523973,
Ruminococcus_gnavus,Diagnosis,0.1879296928223991,0.030937418222330846,
Ruminococcus_obeum,Diagnosis,-0.29849325122389775,0.0005081767071539352,
Ruminococcus_torques,Diagnosis,-0.3548155096417901,2.9877705729449837e-05,
Coprococcus_catus,Diagnosis,-0.3410744520771688,6.279322889516639e-05,
Coprococcus_comes,Diagnosis,-0.3405841052528592,6.443896019042769e-05,
Coprococcus_sp_ART55_1,Diagnosis,-0.30074759492316516,0.0004584208145450353,
Dorea_formicigenerans,Diagnosis,-0.2972541923470083,0.0005375980949973814,
Dorea_longicatena,Diagnosis,-0.4609697183287271,2.6640813412536303e-08,
Dorea_unclassified,Diagnosis,0.3066144442405513,0.00034922400867917584,
Lachnospiraceae_bacterium_1_1_57FAA,Diagnosis,0.0509609279602437,0.5617089810430278,
Lachnospiraceae_bacterium_1_4_56FAA,Diagnosis,0.16159631295845883,0.06415119413819421,
Lachnospiraceae_bacterium_2_1_58FAA,Diagnosis,-0.09245791569859799,0.2916917503589232,
Lachnospiraceae_bacterium_3_1_46FAA,Diagnosis,-0.2534246511536302,0.0033683655697985962,
Lachnospiraceae_bacterium_3_1_57FAA_CT1,Diagnosis,-0.046240588195681095,0.5985459172856598,
Lachnospiraceae_bacterium_4_1_37FAA,Diagnosis,0.06704379668013205,0.44498150534939496,
Lachnospiraceae_bacterium_5_1_57FAA,Diagnosis,0.06936074983480268,0.4293716842518498,
Lachnospiraceae_bacterium_5_1_63FAA,Diagnosis,-0.17235936292770512,0.048127635078789345,
Lachnospiraceae_bacterium_6_1_63FAA,Diagnosis,0.15551396137144033,0.0749819168244477,
Lachnospiraceae_bacterium_7_1_58FAA,Diagnosis,0.0,1.0,
Lachnospiraceae_bacterium_8_1_57FAA,Diagnosis,0.07167058059396492,0.4141276952917351,
Lachnospiraceae_bacterium_9_1_43BFAA,Diagnosis,0.14897869181340787,0.08821625725293132,
Roseburia_hominis,Diagnosis,-0.4299091123349066,2.683454905554893e-07,
Roseburia_intestinalis,Diagnosis,-0.24969183671914805,0.003885201251559125,
Roseburia_inulinivorans,Diagnosis,-0.30611060512536586,0.000357559612166014,
Roseburia_unclassified,Diagnosis,0.2452307584776299,0.0045955141533293815,
Oscillibacter_sp_KLE_1728,Diagnosis,-0.012889232341805562,0.8833817517846427,
Oscillibacter_sp_KLE_1745,Diagnosis,0.18060338756355537,0.03823632166542729,
Oscillibacter_unclassified,Diagnosis,-0.10909757928283312,0.21304552467457466,
Clostridium_bartlettii,Diagnosis,0.056099064622357614,0.5228864602060284,
Clostridium_difficile,Diagnosis,0.09122208323453136,0.2982171049884229,
Peptostreptococcaceae_noname_unclassified,Diagnosis,-0.018822180193464134,0.8303813044818688,
Anaerotruncus_colihominis,Diagnosis,-0.055361446201563844,0.5283748667213793,
Anaerotruncus_unclassified,Diagnosis,-0.09618742266997035,0.27257819774593106,
Faecalibacterium_prausnitzii,Diagnosis,-0.048676504157207034,0.5794009031927709,
Ruminococcaceae_bacterium_D16,Diagnosis,0.10015833687225306,0.2531786423802196,
Ruminococcus_bromii,Diagnosis,-0.30395111112247,0.0003954120572331659,
Ruminococcus_callidus,Diagnosis,-0.26165773810920784,0.002440621839516187,
Ruminococcus_lactaris,Diagnosis,-0.2673005876433715,0.0019455446283141676,
Ruminococcus_sp_5_1_39BFAA,Diagnosis,-0.4523728948755229,5.167308046151145e-08,
Subdoligranulum_sp_4_3_54A2FAA,Diagnosis,-0.0985643378319617,0.2608486021121494,
Subdoligranulum_unclassified,Diagnosis,-0.34274427229482596,5.747912256695843e-05,
Catenibacterium_mitsuokai,Diagnosis,-0.028447836930198776,0.7460912283327698,
Coprobacillus_unclassified,Diagnosis,0.0761238829639021,0.3856472713892327,
Clostridium_ramosum,Diagnosis,0.12820604161225266,0.14291588068175926,
Clostridium_spiroforme,Diagnosis,0.1315212752432011,0.13277968440002233,
Erysipelotrichaceae_bacterium_21_3,Diagnosis,0.006807754146403874,0.9382479751758714,
Erysipelotrichaceae_bacterium_2_2_44A,Diagnosis,-0.010877909500308354,0.9014794649377597,
Erysipelotrichaceae_bacterium_3_1_53,Diagnosis,0.039450112200654926,0.6533514021780934,
Erysipelotrichaceae_bacterium_5_2_54FAA,Diagnosis,0.018661675364572843,0.8318062546635898,
Erysipelotrichaceae_bacterium_6_1_45,Diagnosis,-0.012914451666845588,0.8831551919206699,
Eubacterium_biforme,Diagnosis,-0.06078096015740558,0.4887372288128652,
Eubacterium_cylindroides,Diagnosis,0.05337749782285529,0.5432793478444862,
Eubacterium_dolichum,Diagnosis,0.09189838384864604,0.2946343068629575,
Holdemania_filiformis,Diagnosis,0.01868350269672092,0.8316124409852419,
Holdemania_unclassified,Diagnosis,-0.08442779585274097,0.33580079256951767,
Turicibacter_unclassified,Diagnosis,0.017610705883393824,0.8411499870604616,
Acidaminococcus_intestini,Diagnosis,0.09435537929606985,0.2818588348297404,
Acidaminococcus_unclassified,Diagnosis,-0.04576701492290361,0.6023006360725427,
Phascolarctobacterium_succinatutens,Diagnosis,-0.17374818506964573,0.0463261581547488,
Dialister_invisus,Diagnosis,-0.015277917910387219,0.8619671951079994,
Megamonas_hypermegale,Diagnosis,-0.14838792206150433,0.08949903001080828,
Megamonas_unclassified,Diagnosis,-0.17777746501558628,0.041414545546834575,
Megasphaera_micronuciformis,Diagnosis,0.21789283466308915,0.012079265219406903,
Megasphaera_unclassified,Diagnosis,-0.055351922318103416,0.5284459203696752,
Veillonella_atypica,Diagnosis,-0.0005414235784133531,0.9950840097466418,
Veillonella_dispar,Diagnosis,-0.004707417684474011,0.9572777588681924,
Veillonella_parvula,Diagnosis,0.1390402316552388,0.111837036135897,
Veillonella_unclassified,Diagnosis,0.057694505744179586,0.5111150311652451,
Fusobacterium_nucleatum,Diagnosis,0.13363013427985446,0.12662420411134812,
Burkholderiales_bacterium_1_1_47,Diagnosis,-0.16522985814125382,0.05831452533028495,
Parasutterella_excrementihominis,Diagnosis,-0.1640106652748221,0.06022230280203858,
Sutterella_wadsworthensis,Diagnosis,-0.026462550073426502,0.7632676325251765,
Bilophila_unclassified,Diagnosis,-0.2400110160865556,0.005572555897740964,
Bilophila_wadsworthia,Diagnosis,-0.08832667098522232,0.3138798900598431,
Desulfovibrio_piger,Diagnosis,-0.04085490649932922,0.6418476909301283,
Citrobacter_unclassified,Diagnosis,0.042354505771738424,0.629660756174546,
Enterobacter_cloacae,Diagnosis,-0.03176587932880382,0.7176642578162518,
Escherichia_coli,Diagnosis,0.01840124464461975,0.8341195006558162,
Escherichia_unclassified,Diagnosis,-0.016288962892310348,0.8529323706874696,
Klebsiella_oxytoca,Diagnosis,0.06111765831404196,0.4863280330063069,
Klebsiella_pneumoniae,Diagnosis,0.21343522241892796,0.014000727880726413,
Klebsiella_unclassified,Diagnosis,0.11497853214037033,0.18925142575393783,
Proteus_mirabilis,Diagnosis,0.17028122203779184,0.050931598061106004,
Haemophilus_parainfluenzae,Diagnosis,0.13890552264954112,0.11218811685323492,
Akkermansia_muciniphila,Diagnosis,-0.2755423439729168,0.0013849552839875216,
Methanobrevibacter_unclassified,Diagnosis,-0.09317029124940536,0.28797373761925077,
Collinsella_stercoris,Diagnosis,0.028048665613877338,0.7495351036953325,
Bacteroides_clarus,Diagnosis,-0.09478362962601845,0.2796706908556685,
Bacteroides_plebeius,Diagnosis,0.08757319990515011,0.31804195483661707,
Lactobacillus_delbrueckii,Diagnosis,-0.04778606333836306,0.5863663190877653,
Lactobacillus_sakei,Diagnosis,0.07672074389186731,0.38192214154596216,
